void_id,survey,redshift,radius_mpc,aspect_ratio,central_density,ra_deg,dec_deg,x_mpc,y_mpc,z_mpc,comoving_distance,completeness,g_r_color,r_magnitude
SDSS_0000,SDSS,0.7960301507537689,23.667424357482528,1.9739363531129863,-0.46507709306214967,128.43051184461106,16.561282857893634,-1701.9877854229196,2145.0265765307427,814.2873302995788,2856.7403263227175,0.85,1.3997745254665883,21.06393843577097
SDSS_0002,SDSS,0.2720100502512563,26.831574798515227,2.266476894971949,-0.47654858640684816,78.6285195466519,0.44729183811779194,222.00460407538478,1103.8556465098197,8.790218748730931,1125.9931618388855,0.85,0.6613735440876157,19.838098560337414
SDSS_0003,SDSS,0.25613065326633166,17.62477164516876,2.6486720384189937,-0.3850248627017033,72.88982709951657,42.93428465783835,229.3363024287702,744.9986163539106,725.2245025714547,1064.6918132074443,0.85,0.4964551732207943,19.687459334874116
SDSS_0004,SDSS,0.30376884422110556,19.350157963027776,2.0426254505543895,-0.40689118736805235,357.9199567792026,56.574133833815274,686.436696175927,-24.931078770158216,1040.6996668022325,1246.9453448438883,0.85,0.9838091996154554,18.628983266630343
SDSS_0005,SDSS,0.5498994974874373,39.95022569642508,2.690903053647782,-0.5686413516476649,8.886074231181023,37.687049211375836,1650.956824376834,258.1218491415214,1290.9025914187246,2111.5669123881103,0.85,0.31702596143399925,18.73860844180303
SDSS_0007,SDSS,0.4109547738693468,16.359603792704107,2.6787540268034764,-0.378980335685526,353.44329431416577,22.827907782640978,1500.818007373044,-172.50142571393735,635.9054176598252,1639.081185706691,0.85,0.5470229390024901,18.822716145012013
SDSS_0008,SDSS,0.38713567839195984,39.49436697373985,2.105015618314888,-0.5660414329543964,167.9370170031492,51.40726712399363,-947.9879591348317,202.59048370736767,1214.6544103692104,1554.0622289286819,0.85,0.3099784540207022,20.53741333038142
SDSS_0009,SDSS,0.22040201005025128,31.119551761170573,1.777921855024234,-0.5093456574117333,52.70219935858965,58.09004919974863,296.1967482812851,388.84477270259,784.998164332526,924.7458510077087,0.85,0.7266454208308608,20.641200175939787
SDSS_0010,SDSS,0.2005527638190955,21.268737197566942,2.375554524501864,-0.42179588686005237,209.9292580690865,25.96768272470435,-658.9939303923369,-379.38623351221634,370.3406816170736,845.7890605423581,0.85,1.1918267017277917,19.36775950763183
SDSS_0011,SDSS,0.48241206030150763,43.415259883899694,2.0698370803983326,-0.5868293776980712,71.34711185087134,2.7976391117829884,602.8102404320822,1785.7598676958717,92.10227198784267,1887.008563718852,0.85,0.5268325139802372,20.61540285897915
SDSS_0012,SDSS,0.7920603015075378,63.00888746385704,2.928029937340205,-0.6590823002133884,349.91733494096667,1.9292434724797447,2800.049300247688,-497.8907535488126,95.79740655902617,2845.584022549748,0.85,0.6915594066625672,19.764329599851532
SDSS_0013,SDSS,0.21643216080402014,31.04892550056095,2.3740501535067637,-0.5087265576089226,121.26356634105075,3.2068414660511184,-471.02239886339675,775.8066451570369,50.851439234182514,909.0236079294273,0.85,1.4518660912308388,19.30434546264044
SDSS_0015,SDSS,0.3950753768844222,35.173115383512354,1.966349546190981,-0.5400347104454146,169.08074148949558,44.79909027038654,-1102.6077950046633,212.71317599939627,1115.0907238821121,1582.5353605328155,0.85,0.8404508578742819,19.954583607215724
SDSS_0016,SDSS,0.4943216080402011,8.731552575228978,1.3491711546822616,-0.2764756836878842,281.9594310670733,8.147874334984476,395.3428975099847,-1866.4394492839922,273.15390254014744,1927.305185726442,0.85,1.027459942814159,19.251053981089807
SDSS_0017,SDSS,0.6134170854271358,30.934088311659913,2.2641990579717852,-0.5149693691655767,287.663912834717,6.250347432822032,698.1749915769358,-2192.4379888511894,252.0058384577969,2314.679156262941,0.85,0.22334394737610275,18.870464448216705
SDSS_0020,SDSS,0.6610552763819096,43.50175443970631,2.1797403941826623,-0.5863606567442942,315.26968119670653,10.40772210514055,1720.253892031328,-1704.1357707680338,444.7540178306933,2461.9419803554747,0.85,0.3784679900997222,20.26362112477601
SDSS_0022,SDSS,0.3990452261306533,20.106985204064454,2.771266235703369,-0.41934134513878624,322.92475170417504,28.146300412176167,1123.28757351137,-848.7731511640364,753.2129046603303,1596.7218025344432,0.85,0.5840742257697138,19.084930528783516
SDSS_0024,SDSS,0.3990452261306533,24.704355673929147,2.4560281516106226,-0.4624625923069692,135.69270534273625,36.68022865163479,-916.3606324933223,894.4666834635678,953.799275570581,1596.7218025344432,0.85,0.8092310452486705,18.72658853458756
SDSS_0025,SDSS,0.14894472361809047,6.479563744736115,2.2580039026059504,-0.206147667745603,5.9975572730479465,53.94627400336032,372.53471659033914,39.13891861008327,514.5567614975441,636.4610206586508,0.85,0.2742774955942279,19.85647954283968
SDSS_0026,SDSS,0.3117085427135679,9.618432187022103,2.128532501240316,-0.2782968676113257,68.19776444598772,23.064112263253815,436.31766594019393,1090.7485592541882,500.21620185148777,1276.840543576728,0.85,0.07023297928694316,19.297902663275295
SDSS_0028,SDSS,0.3831658291457287,55.98787022779794,2.528389516468216,-0.6440906386539633,333.12129330266725,4.516904933627206,1369.1610788927721,-693.9753834857934,121.26228941859748,1539.775449756916,0.85,0.6561561605749516,20.810516517818094
SDSS_0029,SDSS,0.2680402010050252,15.338065390950023,2.3194582379042847,-0.35802365314587037,215.27044790479619,15.501549153025895,-873.8432735976133,-618.0391097542796,296.8558113099125,1110.7194878573628,0.85,0.7048180060032888,16.531305433708745
SDSS_0030,SDSS,0.30773869346733673,16.377554646196266,2.4445170487811776,-0.37334412126974964,273.8735014041543,39.23069336563003,66.03274558074101,-975.249908138263,798.0878807302295,1261.9100491640006,0.85,0.6144513502304942,19.48731731728259
SDSS_0031,SDSS,0.5062311557788945,32.14456700964892,2.391920806854666,-0.521556658587102,352.44529727491715,46.28156735873939,1347.8376288775162,-178.75549720748973,1421.865471964205,1967.3131987469746,0.85,1.0396051514870852,18.34976280718593
SDSS_0032,SDSS,0.23231155778894474,33.23952077918257,2.5815483972468725,-0.5250664072722317,98.27335549761143,49.26957932383679,-91.23561834730025,627.439945394338,736.3465982696379,971.7052721452794,0.85,0.9069886595893542,19.315676578880144
SDSS_0033,SDSS,0.3117085427135679,55.93606041163029,2.4585484292183524,-0.645632778650223,219.93427801353099,9.210300252532594,-966.4349076192829,-809.0478998900809,204.3693683986728,1276.840543576728,0.85,0.8276489258394228,20.426961993904058
SDSS_0034,SDSS,0.2958291457286433,28.9234722600952,1.9389554430173346,-0.4942111743065043,306.1749828968742,1.5740679820209396,718.0159475411739,-981.9436998933325,33.42764821462715,1216.9132008277409,0.85,1.0195523103070439,18.476286366526598
SDSS_0035,SDSS,0.4228643216080403,29.69411684149524,2.016244114570801,-0.5029351492136659,242.98085328150162,-0.9791283721189075,-763.6113438944419,-1497.4343717886652,-28.72765478840644,1681.1416539030945,0.85,0.35011656595801427,20.284796684707242
SDSS_0036,SDSS,0.4943216080402011,46.514380110653235,2.4465170327576145,-0.6017548228880829,85.76238226395175,40.02149189469597,109.06134302721652,1471.9016778903997,1239.4016108625003,1927.305185726442,0.85,0.2724969965329026,19.19708162447802
SDSS_0037,SDSS,0.23231155778894474,56.24522503387768,2.218006030671374,-0.6490013817815857,165.11017565820143,-3.28873751408513,-937.5305363985836,249.27930360221808,-55.74457848713882,971.7052721452794,0.85,0.9585531070669662,20.299289466642144
SDSS_0038,SDSS,0.3990452261306533,30.17292322770902,2.263550120624185,-0.5059731430706941,339.239310539004,49.74323370215789,964.8268794440701,-365.7460618175431,1218.5480809783492,1596.7218025344432,0.85,0.7467914801757634,17.291547380061274
SDSS_0039,SDSS,0.26010050251256284,29.851127959505973,2.1893610607544813,-0.5005574242081655,144.8726180072588,-2.1357992452069734,-882.747437334777,621.0357524654638,-40.2521094502722,1080.068829416282,0.85,0.9652107007444687,19.44965755134168
SDSS_0040,SDSS,0.2283417085427136,71.10914581642677,2.3887158876869736,-0.701524554664742,48.67061177582434,1.4810870654007928,631.1761981651531,717.7100138658413,24.711940854442986,956.0866786825953,0.85,0.8899361126524103,18.52609403706516
SDSS_0041,SDSS,0.27597989949748747,45.13332547870302,2.5240878552411528,-0.5971096757127985,31.51209702655172,35.69575153227392,790.146323498955,484.43179267253305,665.8874279069834,1141.232421961196,0.85,0.7922622634606191,15.679892108974112
SDSS_0042,SDSS,0.3990452261306533,29.390678242829544,2.249065517333624,-0.5001850587335849,241.40558189951437,24.07684840181644,-697.7149570612522,-1279.9964464324894,651.401144074875,1596.7218025344432,0.85,0.5783494245132657,18.647740544366645
SDSS_0043,SDSS,0.7007537688442212,4.959918110445864,2.093876526367351,-0.21505734737104054,143.94724543254875,28.49853249562762,-1834.1434274415299,1335.1651427211325,1231.6982510227954,2581.439259858174,0.85,0.8635390755988819,18.33591873031211
SDSS_0044,SDSS,0.3712562814070352,104.28875309691433,2.4865166484673793,-0.7688933381574986,296.11734012572873,31.23516606819115,563.364042640899,-1149.088716895094,776.1237568612623,1496.7137367582184,0.85,0.7524917138695437,21.119676525788506
SDSS_0045,SDSS,0.17673366834170856,32.283971103043996,2.4435505499402597,-0.5171721002775317,159.55260245966198,9.334502252839812,-693.3476181146442,258.50676434395984,121.63244081867276,749.900738375648,0.85,0.5700642742302757,19.627293528253915
SDSS_0046,SDSS,0.3752261306532664,19.209974041663887,2.140533822314458,-0.4089352529135881,259.4954159123305,28.995165770362746,-240.96480259034598,-1299.5494604454939,732.4849077976721,1511.1012462382996,0.85,1.104007701940894,17.473532337182636
SDSS_0048,SDSS,0.22437185929648246,22.08228944614366,1.9589555410795265,-0.43120955941807276,206.35202952293986,55.7438064803926,-474.3550479290478,-234.97708124060472,777.2955055301402,940.4335399811512,0.85,0.970780729631276,20.65958391718213
SDSS_0049,SDSS,0.3633165829145729,35.18587533732557,2.035033941842369,-0.5398216918270917,271.7131168559137,59.19028757130221,22.47540228180837,-751.473506232324,1260.6862914083476,1467.837695258493,0.85,0.7700478274550656,19.546840445369043
SDSS_0050,SDSS,0.35140703517587946,84.18549776168555,2.405918478784384,-0.7304655813094906,313.05633028142125,18.019537038235224,924.6798817731161,-989.6452922373253,440.58564307232956,1424.2704789066238,0.85,1.0871151347768495,20.66290161861545
SDSS_0051,SDSS,0.45065326633165836,82.96125603151742,2.662398250031944,-0.7231571015361201,8.476520336449699,2.193749726182758,1757.4152645962643,261.91124610990346,68.06460341351058,1778.1278647253234,0.85,0.7583335877986246,17.875506142952247
SDSS_0052,SDSS,0.3434673366834171,13.642887405116378,2.8101017854618933,-0.3407800308222204,183.9120237134678,14.194596186550203,-1349.3119992093289,-92.27134151852711,342.0900963662661,1395.0564525164514,0.85,0.5252064190266044,19.7388481099788
SDSS_0053,SDSS,0.40301507537688447,9.280704979753171,2.5913322156241465,-0.27943963333738636,209.19197285509168,24.93916023335016,-1275.1513744290257,-712.4235839308717,679.234509736666,1610.8748895759568,0.85,0.9190719466508583,18.616701327055893
SDSS_0054,SDSS,0.2839195979899498,15.083882475431226,2.910371958418955,-0.35581539794949435,41.61896223662037,54.734377974363504,505.69833838811223,449.27937077522574,956.5991940879375,1171.6077759140949,0.85,0.4866346788709326,17.627753139258534
SDSS_0055,SDSS,0.4188944723618091,27.62674044928235,2.280036825470466,-0.48712816132393305,274.61029562334727,41.822292662378835,99.8609750975341,-1238.3715013292983,1111.6961677623024,1667.1546296217996,0.85,0.5136808757664908,19.052625493081408
SDSS_0056,SDSS,0.22040201005025128,43.55240978207859,2.4100064300332478,-0.5891884183491395,58.52021071949194,23.272661767508072,443.60904771355786,724.4776808501808,365.37376984751546,924.7458510077087,0.85,0.9277460426085727,18.686428024230697
SDSS_0057,SDSS,0.2839195979899498,71.02957146700192,2.8170444157669223,-0.6988830504070153,19.017698995286135,49.272451977772654,722.7063616407929,249.09749996590097,887.8686450917372,1171.6077759140949,0.85,1.207991218338138,17.43011315976775
SDSS_0058,SDSS,0.5221105527638191,44.71623374840018,2.4165504793972117,-0.5929935510643101,49.01036791515347,16.05734283207049,1273.4034380060361,1465.4185599822576,558.7889153219896,2020.2111087093824,0.85,0.7497265219266491,18.449789697218737
SDSS_0059,SDSS,0.24819095477386938,80.39960738383873,2.3479660608260486,-0.7263397984421375,134.59153771684805,31.684893564586453,-617.6202639475897,626.4896886263932,543.0187042841475,1033.8343356632724,0.85,0.5525727462590588,18.307176390066545
SDSS_0060,SDSS,0.3117085427135679,20.146340375302294,2.3512740612295326,-0.4156931373930627,284.5905759727537,58.915269554724745,166.06909444492487,-637.9792396384586,1093.4922584919798,1276.840543576728,0.85,0.6878881604764031,20.239607883889114
SDSS_0061,SDSS,0.35934673366834174,34.932596735343814,2.1941802381460223,-0.5381479121485866,291.51135780413813,8.835820197916613,526.5978323417092,-1336.0697285968927,223.23969092015776,1453.349082740306,0.85,0.7211930858002825,19.201101940815086
